substance_name,approval_countries
Anidulafungin,"ARE, ARG, AUS, AUT, BEL, BGR, BRA, CHE, CHL, COL, CZE, DEU, ECU, EGY, ESP, EST, FIN, FRA, GBR, GRC, HKG, HRV, HUN, IDN, IND, IRL, ITA, JOR, KOR, KWT, LBN, LTU, LVA, MEX, MYS, NLD, NOR, PER, PRI, PRT, ROM, RUS, SAU, SGP, SVK, SVN, SWE, THA, TUN, TUR, TWN, USA, VEN, ZAF"
Mentha spp. oil,"BGD, EST, FRA, IDN, JPN, KOR, ROM, USA"
Mallotus japonicus,"JPN, KOR, TWN"
Hemerocallis fulva flower,
Euryale ferox leaf,
Azanidazole,ITA
Chlormethine,"CUB, GBR, KOR, NLD, PRT"
Onosma spp.,ZAF
Serotonin,"AUS, DEU, ITA"
Betamethasone Valeroacetate,ITA
Rumex spp.,"DEU, POL, UKR"
Hydroflumethiazide,"ARE, ARG, FRA, GBR, IND, IRL, ITA, JOR, JPN, KWT, LBN, NOR, NZL, SAU, SWE, TWN, USA, ZAF, ZWE"
Prostatilen,"EST, RUS, UKR"
Bismuth ammonium citrate,UGA
Mycophenolate mofetil,"ARE, ARG, AUS, AUT, BEL, BGD, BGR, BLR, BRA, BWA, CAN, CHE, CHL, CHN, CIV, COL, CZE, DEU, DNK, DOM, ECU, EGY, ESP, EST, ETH, FIN, FRA, GBR, GRC, HKG, HRV, HUN, IDN, IND, IRL, ISR, ITA, JOR, JPN, KGZ, KOR, KWT, LBN, LTU, LUX, LVA, MAR, MEX, MYS, NLD, NOR, NZL, PAK, PER, PHL, POL, PRI, PRT, ROM, RUS, SAU, SGP, SRB, SVK, SVN, SWE, THA, TUN, TUR, TWN, UGA, UKR, URY, USA, VEN, ZAF, ZMB"
Teprotumumab,
Isavuconazonium Chloride,
P-iodophenol,
Ticarcillin,
Fructose-1-6-diphosphate calcium salt,"BRA, ESP"
Rhodomyrtus tomentosa,IND
Dihydroergocryptine beta-mesilate,"DEU, TUR"
Fadrozole,
MOR208,
Phenobarbital,"ARE, ARG, AUS, AUT, BEL, BFA, BGD, BGR, BLR, BRA, BWA, CAN, CHE, CHL, CHN, CIV, COD, COL, CZE, DEU, DNK, DOM, ECU, EGY, ESP, EST, ETH, FIN, FRA, GBR, GDR, GEO, GRC, HKG, HRV, HUN, IDN, IND, IRL, ISR, ITA, JOR, JPN, KGZ, KOR, KWT, LBN, LTU, LUX, LVA, MAR, MEX, MYS, NLD, NOR, NZL, PAK, PER, PHL, POL, PRI, PRT, ROM, RUS, SAU, SGP, SVK, SVN, SWE, THA, TUN, TUR, TWN, UGA, UKR, URY, USA, VEN, VNM, YUG, ZAF, ZMB, ZWE"
Holarrhena pubescens seed,IND
Phaseolus vulgaris seed,"COD, JPN, USA"
Daptomycin,"ARE, ARG, AUS, AUT, BGR, BRA, CAN, CHE, CHL, COL, DEU, ESP, EST, FRA, GBR, GRC, HKG, IND, IRL, ITA, JPN, KOR, KWT, MEX, MYS, NLD, NZL, PHL, POL, PRI, PRT, ROM, RUS, SGP, SVK, SVN, SWE, THA, TUR, TWN, USA, VEN, ZAF"
Suvorexant,"AUS, BGD, JPN, PRI, USA"
Nelatimotide,
Ptyas dhumnades,"CHN, SGP"
Nefopam,TWN
Dexbrompheniramine maleate,"ARE, ARG, BEL, BRA, CAN, CHE, CHL, COL, CZE, DOM, ECU, ESP, FIN, FRA, GBR, GRC, HKG, HUN, IDN, KOR, KWT, LBN, LTU, LUX, LVA, MEX, MYS, NOR, PER, POL, PRI, PRT, SAU, SGP, SVK, SWE, THA, TUR, USA"
Macrogol 3350,"ARE, ARG, AUS, AUT, BEL, BGD, BGR, BRA, BWA, CAN, CHE, CHL, CHN, COL, CZE, DEU, DNK, ECU, EGY, ESP, EST, FIN, FRA, GBR, GRC, HKG, HRV, HUN, IND, IRL, ISR, ITA, JOR, KOR, KWT, LBN, LTU, LUX, LVA, MEX, MYS, NLD, NOR, NZL, PER, PHL, POL, PRI, PRT, RUS, SAU, SGP, SVK, SVN, SWE, TUR, UGA, URY, USA, VEN, ZAF"
Coffea spp.,"ARG, AUS, BGR, BRA, CHE, DEU, EST, FRA, JOR, LTU, LVA, MEX, MYS, POL, RUS, SVN, UKR, USA, ZAF"
Carbutamide,"BGR, BLR, DEU, EST, FIN, FRA, JPN, LTU, LVA, MAR, PAK, RUS, SWE, UKR"
AZD 5423,
Sirukumab,
Cuscuta spp. seed,"CHN, COD, USA"
Clomifene,"ARG, CIV, EGY"
Haletazole,GBR
Scutellaria amoena powder,JPN
Pemlimogene merolisbac,
Iodixanol,"ARM, AUS, AUT, BEL, BGR, BLR, CHE, CHL, CHN, COL, CZE, DEU, EGY, EST, FIN, FRA, GBR, GRC, HKG, HRV, HUN, IDN, IRL, ITA, JOR, JPN, KGZ, KOR, LTU, LVA, NLD, NOR, NZL, PER, PHL, POL, PRI, PRT, ROM, RUS, SAU, SVK, SVN, SWE, THA, TUN, TUR, TWN, USA, ZAF"
Brassica cretica extract,ISL
Vaccinium cespitosum,USA
Dipyrocetyl,"ARE, CZE, FIN, LTU, LVA, POL, SWE, USA"
Gastrodia spp.,SGP
Pulsatilla chinensis,CHN
Griffonia simplicifolia seed,"DEU, ESP, ITA, LTU, LVA, NZL, USA, ZAF"
Convolvulus scammonia,"EGY, LBN"
Boswellia serrata gum oleoresin,"AUS, CAN, NZL"
Citrus medica,"BRA, IDN, IND, MYS, USA"
Niraparib tosylate monohydrate,"AUT, CHE, DEU, ESP, EST, FIN, FRA, GBR, HKG, HRV, IRL, ITA, NLD, PRI, PRT, SWE, USA"
Phyllostachys viridiglaucescens,DNK
D-thioctic acid sodium,"FRA, USA"
Calcium lactobionate,"ARE, AUT, BEL, BRA, CAN, CHL, DEU, ECU, EGY, FIN, FRA, GBR, HKG, IDN, IND, IRL, ITA, KWT, LUX, MAR, MEX, MYS, PAK, PER, POL, SAU, SGP, SWE, TUN, TUR, TWN, VEN, ZAF"
Citrullus lanatus fruit,"CHN, JPN, SGP"
Malva verticillata,"CHE, CHN, DEU"
Hibiscus rosa-sinensis,EST
Dibrompropamidine,
Evonyminium,ESP
Magnolia biondii flower bud dry extract,
Pumactant,GBR
Lagenaria siceraria fruit,
Quinupristin mesilate,"AUS, AUT, BGR, BRA, CAN, CZE, DEU, ESP, FIN, FRA, GBR, HUN, IRL, ITA, JPN, KOR, MEX, NLD, NOR, NZL, PRI, PRT, SGP, SVK, USA, ZAF"
Ganoderma lucidum sporocarp,"AUS, CHN, NZL"
Dryopteris crassirhizoma root,
Leptospirosis vaccine inact,FRA
Difetarsone sodium,USA
Carvotroline,
Bevenopran,
Aceverine hydrochloride,"AUT, IDN, KWT, SAU"
Rosomidnar,
Aralia cordata,JPN
Picolamine,
Bibenzonium bromide,"PRT, YUG"
Gardenia jasminoides extract,JPN
Dendritic cells cytokine induced killer cells,
Taraxacum spp. herb,"CHN, DEU, POL, SGP, USA"
Immunoglobulin antivenom Naja naja,IND
Clofenamic acid,CHN
Eryngium campestre root,
Copaifera officinalis resin,
Influenza A(H1N1)pdm09 vaccine inact,"IND, KOR, RUS"
Octyl gallate,USA
Adenovirus vaccine,
Cistus creticus,"DEU, HRV"
Pinus pinaster resin,
Ferrixan,"AUS, AUT, BEL, CHN, CZE, DEU, DNK, EST, FIN, GBR, GRC, HUN, ITA, JPN, KOR, LTU, NLD, NOR, PRT, SGP, SVN, SWE, THA, TWN"
AZD 9742,
Immunoglobulin antivenom bitis arietans,
Idarucizumab,"ARE, ARG, AUS, AUT, BEL, BRA, BWA, CAN, CHE, COL, CZE, DEU, ECU, ESP, EST, FIN, FRA, GBR, GRC, HKG, HRV, HUN, IND, IRL, ITA, JOR, JPN, KOR, KWT, LBN, LTU, LVA, MEX, MYS, NLD, NOR, NZL, PER, PHL, POL, PRI, PRT, ROM, RUS, SRB, SVK, SVN, SWE, THA, TUR, TWN, UKR, USA, ZAF"
Methylpentynol,"AUT, CHE, DEU, GBR, HUN"
VX 001,
Artemisia vulgaris oil,
Mazipredone hydrochloride,"BGR, BLR, CZE, EST, HUN, LTU, LVA, POL, RUS, SVK, THA, UKR, VNM"
Symphytum officinale extract,"AUS, BLR, BRA, CZE, DEU, EST, FRA, IDN, LTU, LVA, MYS, POL, RUS, SVK"
Flumedroxone acetate,"DNK, FIN, FRA, SWE"
Rhamnus cathartica extract,EST
Descurainia sophia seed,CHN
Meningococcal vaccine A polysacch,
Efaproxiral sodium,
Docusate potassium,"AUS, USA"
Bismuth subcitrate tripotassium,"IRL, POL"
Lentinus edodes powder,NZL
Nicotine,"ARE, ARG, AUS, AUT, BEL, BGR, BRA, CAN, CHE, CHL, CHN, COL, CZE, DEU, DNK, ESP, EST, ETH, FIN, FRA, GBR, GRC, HKG, HRV, HUN, IDN, IND, IRL, ISR, ITA, JOR, JPN, KOR, KWT, LBN, LTU, LUX, LVA, MAR, MEX, MYS, NLD, NOR, NZL, PER, PHL, POL, PRI, PRT, ROM, RUS, SAU, SGP, SVK, SWE, THA, TUN, TUR, TWN, UKR, URY, USA, VEN, ZAF"
Ig antivenom Dendroaspis polylepis,"UGA, ZMB"
Polyurethane,"ARG, AUS, BEL, DEU, EST, FRA, GBR, KWT, LVA, NZL, PHL, PRI, PRT, SGP, USA, ZAF"
Calcium fluoride,"AUS, BGR, BRA, CAN, CHE, CHL, COL, DEU, EST, FRA, GBR, IND, LUX, MAR, MYS, PER, PRT, RUS, THA, TWN, UKR, USA, ZAF"
Agrimonia eupatoria dry herb,AUS
Secretin,"AUT, CZE, FIN, GBR, JPN, LTU, LVA, POL, SWE, USA, ZAF"
MEDI 564,
Strobilanthes cusia root with rhizome,
Plectranthus barbatus root,"AUS, SWE"
Morinda citrifolia,"AUS, COD, DEU, DOM, EST, IDN, ITA, LTU, LVA, MYS, THA, URY, USA, VEN"
Bambusa vulgaris,
Gaultheria procumbens essential oil,"BEL, CHE, DEU"
Lycopus lucidus fruit,
Betahistine mesilate,"ARE, BEL, BGD, CHN, DEU, DOM, FRA, GBR, GRC, HKG, IDN, IND, JOR, JPN, KOR, LTU, MYS, PAK, PHL, SAU, SGP, THA, TWN"
Gedatolisib,
Ursodeoxycholate sodium,ITA
Aconitum ferox,IND
Dabigatran etexilate,"ARG, KOR, PHL"
Ephedra distachya,"AUS, DEU, IND, JPN, KOR, RUS, USA"
Ginkgo biloba leaf tincture,"CHE, NLD"
Clorotepine,
Batabulin,
Laburnum anagyroides seed,
Lapatinib ditosylate monohydrate,"ARE, ARG, AUS, AUT, BGR, CAN, CHE, CHL, COL, CZE, DEU, DOM, ECU, EGY, ESP, EST, FRA, GBR, GRC, HKG, HRV, HUN, IND, IRL, ITA, JOR, JPN, KOR, LBN, LTU, LVA, MEX, NLD, NOR, NZL, PAK, PER, PHL, POL, PRI, PRT, ROM, SAU, SGP, SVK, SVN, SWE, THA, TUR, TWN, USA, ZAF"
Heparin sodium porcine,
Adenophora spp. root,"CHN, HKG, MYS"
Bifidobacterium adolescentis,KGZ
Pegzilarginase,
Picric acid,"BGR, DEU, ESP, FRA, IND, LBN, LTU, LUX, PRI, USA"
Teniposide,"ARE, ARG, AUS, AUT, BEL, BGR, BRA, CAN, CHE, CHL, CHN, COL, CZE, DEU, ESP, EST, FRA, GBR, GRC, HKG, HUN, ITA, KOR, LBN, LTU, LVA, MEX, MYS, NLD, NOR, NZL, POL, PRI, PRT, RUS, SGP, SVK, SWE, THA, URY, USA, ZAF"
Ardisia crenata,
Larotrectinib,
Sambucus ebulus leaf,
Dexsotalol,
Bacillus cereus,CHN
Ulocuplumab,
Xymedon,RUS
Chaenomeles speciosa fruit,CHN
Crataegus spp. bud,DEU
Rpr-109891,FRA
Tropacine,
Treprostinil sodium,"ARE, ARG, AUS, AUT, CHE, COL, CZE, DEU, EST, FIN, FRA, GRC, HRV, HUN, ISR, ITA, KOR, LTU, LVA, NLD, POL, PRI, PRT, SVN, SWE, TWN, USA"
Almadrate Sulfate,
Cinnamomum verum extract,"AUT, DEU, LTU"
Fenpiverinium,THA
Urtica dioica seed,TUR
Chrysosplenium sinicum,
Beta-tocotrienol,"GBR, USA, ZAF"
Larix decidua gum,USA
Rosa centifolia,
Parecoxib sodium,"ARE, AUS, AUT, BEL, BGR, BRA, CHE, CHL, CHN, COL, CZE, DEU, ECU, ESP, FIN, FRA, GBR, GRC, HKG, HUN, IDN, IND, IRL, ITA, JOR, KWT, LBN, LVA, MAR, MEX, MYS, NLD, NOR, NZL, PER, PHL, PRT, ROM, RUS, SAU, SGP, SVK, SVN, SWE, THA, TUN, TWN, UKR, URY, VEN, ZAF"
Cornus spp.,"SGP, USA"
Anrukinzumab,
Ulva lactuca,DEU
Glycyl funtamine,
Glymidine,
Lippia integrifolia herb,ARG
Plantago ovata powder,"AUS, IND, MAR, PRT"
Flupentixol,"BGD, HKG, IND, PAK, TWN"
Carisbamate,
Mitchella repens whole plant,AUS
Tillandsia usneoides,USA
Penethamate hydriodide,"DNK, ITA"
Rabusertib,
Flurbiprofen sodium,"ARE, ARG, AUS, AUT, BEL, BRA, CAN, CHL, CHN, CIV, COL, CZE, DEU, DOM, ECU, EGY, ETH, FRA, GBR, GRC, HKG, HUN, IND, IRL, ITA, KOR, KWT, LBN, MAR, MEX, MYS, NZL, PAK, PER, POL, PRI, PRT, SAU, SGP, THA, TUN, TUR, TWN, UGA, USA, VEN, ZAF, ZMB"
Canagliflozin,"ARE, ARG, AUS, AUT, BEL, BGD, BGR, BRA, CAN, CHE, CHL, COL, CZE, DEU, DOM, EGY, ESP, FRA, GBR, GRC, HKG, IND, IRL, ITA, JPN, KWT, LBN, LUX, MEX, MYS, NLD, NOR, PER, PHL, POL, PRI, ROM, RUS, SAU, SGP, SVK, SWE, THA, TWN, USA"
Erlizumab,
Acediasulfone,"CHE, DEU, FIN"
Zinc hyaluronate,"BLR, CHL, DEU, EST, GBR, HUN, LTU, LVA, MYS, PER, PHL, ROM, RUS, SVK, THA, UKR"
Esomeprazole magnesium,"ARE, ARG, AUS, AUT, BEL, BFA, BGD, BGR, BRA, BWA, CAN, CHE, CHL, CHN, CIV, COD, COL, CZE, DEU, DNK, DOM, ECU, EGY, ESP, EST, ETH, FIN, FRA, GBR, GRC, GTM, HKG, HRV, HUN, IDN, IND, IRL, ISR, ITA, JOR, JPN, KGZ, KOR, KWT, LBN, LTU, LUX, LVA, MAR, MEX, MYS, NLD, NOR, NZL, PAK, PER, PHL, POL, PRI, PRT, ROM, RUS, SAU, SGP, SVK, SVN, SWE, THA, TUN, TUR, TWN, UGA, UKR, URY, USA, VEN, VNM, ZAF, ZMB, ZWE"
Salvia miltiorrhiza,"ARE, AUS, CHN, DEU, IRN, JPN, LTU, RUS, SGP, USA"
Ondelopran hydrochloride,
Acefylline,ESP
Ferric subsulfate,"AUS, PRI, USA"
Salix alba dry extract,CHE
Cisapride,"ARE, ARG, AUS, AUT, BEL, BGD, BLR, BRA, CAN, CHE, CHL, CHN, COL, CZE, DEU, DNK, DOM, ECU, EGY, ESP, FIN, FRA, GBR, GRC, HKG, HRV, IDN, IND, IRL, ISR, ITA, JOR, JPN, KOR, KWT, LBN, LTU, LUX, LVA, MAR, MEX, MYS, NLD, NOR, NZL, PAK, PER, PHL, POL, PRI, PRT, ROM, RUS, SAU, SGP, SVK, SVN, SWE, THA, TUN, TUR, TWN, UKR, URY, USA, VEN, ZAF"
Silkworm feces,
Paradichlorobenzene,"IND, PHL, ZMB"
Gabapentin Enacarbil,"JPN, PRI, USA"
Naproxen etemesil,
Siegesbeckia orientalis herb,"CHN, UKR, VNM"
Talazoparib,
Radalbuvir monohydrate,
Pipecuronium bromide,"BGD, BGR, BLR, CHN, CZE, EGY, EST, HUN, IND, KGZ, KOR, LTU, LVA, NLD, POL, PRI, ROM, RUS, SVK, UKR, USA"
Tanacetum parthenium tincture,
Selectikine,
Senecio jacobaea,
Caltha palustris leaf,
Perazine dimaleate,"DEU, JPN, NOR, POL"
Benzododecinium,"FRA, MAR"
Streptovarycin,USA
Lanatosides,"DEU, FIN"
Altiratinib,
Cromoglicate sodium,"ARE, ARG, AUS, AUT, BEL, BGD, BGR, BLR, BRA, BWA, CAN, CHE, CHL, CHN, CIV, COD, COL, CZE, DEU, DNK, DOM, ECU, EGY, ESP, EST, ETH, FIN, FRA, GBR, GRC, HKG, HRV, HUN, IDN, IND, IRL, ISR, ITA, JOR, JPN, KOR, KWT, LBN, LTU, LUX, LVA, MAR, MEX, MYS, NLD, NOR, NZL, OMN, PAK, PER, PHL, POL, PRI, PRT, ROM, RUS, SAU, SGP, SVK, SVN, SWE, THA, TUN, TUR, TWN, UGA, UKR, URY, USA, VEN, ZAF, ZMB, ZWE"
Croton tiglium seed,CHN
Fluorescein sodium,"ARE, ARG, AUS, AUT, BEL, BGR, BLR, BRA, BWA, CAN, CHE, CHN, COL, CZE, DEU, DNK, ECU, EGY, ESP, EST, FIN, FRA, GBR, GRC, HKG, HUN, IDN, IND, IRL, ITA, JPN, KOR, KWT, LTU, LUX, LVA, MAR, MEX, MYS, NLD, NOR, NZL, PAK, PER, POL, PRI, PRT, ROM, RUS, SAU, SGP, SVK, SVN, SWE, THA, TUN, TUR, TWN, URY, USA, ZAF"
Carvedilol phosphate hemihydrate,"ARG, BGD, CHL, IND, PRI, USA"
Almotriptan,EGY
Clorprenaline,
Cynanchum paniculatum root,
Eleutherococcus sessiliflorus,
Arum maculatum root,
Levobetaxolol,
Tannic acid,"ARE, AUS, AUT, BGR, CAN, CHE, CHL, CHN, CIV, DEU, DNK, DOM, EGY, ESP, FIN, FRA, GBR, HKG, IND, IRL, ISR, ITA, JPN, KOR, LBN, MAR, NLD, POL, PRI, RUS, SVN, THA, TUN, TUR, USA"
Erythromycin,"ARE, ARG, AUS, AUT, BEL, BFA, BGD, BGR, BLR, BRA, BWA, CAN, CHE, CHL, CHN, CIV, COD, COL, CZE, DEU, DNK, DOM, ECU, EGY, ESP, EST, ETH, FIN, FRA, GBR, GHA, GRC, HKG, HUN, IDN, IND, IRL, ISL, ISR, ITA, JOR, JPN, KGZ, KOR, KWT, LBN, LTU, LUX, LVA, MAR, MEX, MYS, NLD, NOR, NZL, OMN, PAK, PER, PHL, POL, PRI, PRT, ROM, RUS, SAU, SGP, SRB, SVK, SVN, SWE, THA, TUN, TUR, TWN, UGA, UKR, URY, USA, VEN, VNM, ZAF, ZMB, ZWE"
Sulfadicramide,"BGR, FIN, HUN, LTU, LVA, NLD, POL"
Angelica archangelica tincture,DEU
Heparin porcine,
Potassium dichromate,"ARE, AUS, BGR, BRA, CHE, COL, DEU, FRA, HUN, IND, LTU, NLD, PRI, ROM, RUS, SRB, SVK, TUN, UKR, USA, ZAF"
"Technetium (99mtc)-L,L-ethylenedicysteine",CHN
Razoxane,GBR
Leonurus cardiaca extract,"AUS, CHN, DEU, EST, LTU, LVA, POL, RUS, UKR, ZAF"
Litsea pungens fruit,CHN
Brassica oleracea flower,"AUS, IDN"
Valtrate,"AUT, BRA, DEU, GRC, NLD"
Ornithine hydrochloride,"ARG, AUS, AUT, BEL, CAN, CHE, CHN, COL, CZE, DEU, ESP, EST, FRA, GBR, GRC, HKG, HUN, IDN, ISR, ITA, KOR, LTU, LVA, MEX, MYS, NOR, PAK, PER, POL, PRT, ROM, RUS, SGP, SVK, SVN, SWE, THA, TUN, TUR, TWN, UKR, URY, USA, ZAF"
Zingiber officinale root,"ARE, AUS, CAN, DEU, EST, FRA, GBR, ITA, JOR, KOR, LBN, LTU, LVA, MYS, NZL, POL, PRI, SAU, SGP, TUR, USA, ZAF"
Calcium saccharate tetrahydrate,ESP
Ethosuximide,"ARE, ARG, AUS, AUT, BEL, BGD, BGR, BLR, BRA, BWA, CAN, CHE, CHL, COL, CZE, DEU, DNK, EGY, ESP, EST, FIN, FRA, GBR, GRC, HKG, HUN, IND, IRL, ISR, ITA, JPN, KOR, LTU, LUX, LVA, MEX, NLD, NOR, NZL, POL, PRI, PRT, ROM, RUS, SGP, SVK, SVN, SWE, THA, TUN, TUR, TWN, UKR, URY, USA, VEN, YUG, ZAF"
Trometamol hydrochloride,"ARE, BRA, DEU, EST, FRA, IDN, JOR, LBN, LTU, LVA, PHL, SGP"
Populus spp.,"COL, DEU, GBR, LTU, LUX"
Azulene sodium sulfonate,"CHN, JPN"
Calcium glubionate,"ARE, AUS, AUT, BEL, BGD, CAN, CHE, COL, CZE, DEU, ECU, EGY, ESP, FIN, FRA, GBR, HKG, HUN, IDN, IND, IRL, ISR, ITA, JOR, KWT, LBN, LTU, LUX, LVA, MAR, MEX, MYS, NLD, NOR, NZL, PAK, PER, POL, PRI, PRT, RUS, SAU, SGP, SVK, SWE, THA, TUN, TUR, USA, VEN, YUG, ZAF"
Rifamycin,"ARG, BRA, CHN, COL, ESP, EST, IND, MAR, NLD, TWN, VEN, YUG, ZAF"
Ropeginterferon alfa-2b,AUT
Hydrangea spp. leaf,TWN
Hyoscyamus albus,
Plantago asiatica root,
BI 836858,
Deanol phosphate,FRA
Icosabutate,
Anthriscus cerefolium,
Rubia cordifolia root,CHN
Difeterol hydrochloride,JPN
Aronia melanocarpa fruit,"DEU, POL, RUS, UKR, USA"
Apium graveolens,"AUS, AUT, DEU, DOM, ESP, EST, FRA, HKG, IDN, IND, IRN, LBN, LTU, LVA, MYS, NZL, PHL, SGP, TUR, USA, VEN, ZAF, ZMB"
Selenicereus grandiflorus extract,DEU
Umifenovir,"BLR, KGZ, LTU, LVA, RUS, UKR"
Zantedeschia aethiopica,DEU
Duchesnea indica,CHN
Humiria spp.,
Rasagiline mesylate,"ARG, AUS, AUT, BEL, BGD, BGR, BRA, CAN, CHE, CHL, COL, CZE, DEU, DOM, ECU, ESP, FRA, GBR, HKG, HRV, HUN, IND, IRL, ITA, JPN, KOR, LBN, LTU, LUX, MEX, NLD, NOR, PER, PHL, POL, PRI, PRT, ROM, RUS, SGP, SVK, SVN, SWE, THA, TUR, TWN, URY, USA, ZAF"
Dextromethorphan polistirex,"DEU, LUX, PRI, USA"
Etilevodopa,
Pridopidine hydrochloride,
Efmoroctocog alfa,"ARE, AUS, AUT, BEL, BGR, CHE, COL, CZE, ESP, EST, FIN, FRA, GBR, GRC, HUN, ITA, JPN, NOR, PRT, SVK, SVN, SWE, TWN, USA"
Abies sachalinensis essential oil,
Ibuprofen sodium,"AUS, BRA, CHE, CZE, DEU, DOM, GRC, IRL, ITA, KWT, LUX, POL, PRT, ROM, RUS, SVK, THA, USA"
Phenobarbital magnesium,"BEL, LUX"
Oxalis corniculata herb,CHN
Citrus deliciosa pericarp,KOR
MEDI 0382,
Potassium phosphate monobasic,"ARG, AUS, BEL, BFA, CAN, CHE, CHN, COL, CZE, DEU, DOM, EGY, ESP, FIN, FRA, GBR, HKG, HUN, IDN, IND, ISR, ITA, JPN, KOR, LBN, LTU, LVA, MAR, MEX, MYS, NOR, NZL, PER, PHL, POL, PRI, PRT, SGP, SVN, SWE, THA, TUR, TWN, UKR, USA, VEN"
Omoconazole nitrate,"ARG, BEL, CHL, DEU, ESP, FRA, GRC, HUN, ITA, LBN, LTU, LUX, LVA, MAR, MEX, PHL, PRT, RUS, UKR"
Unoprostone,
Etodroxizine dimaleate,"BEL, FIN"
Ethylcellulose,ESP
BAT 1706,
Lisocabtagene maraleucel,
Darbepoetin alfa,"ARE, AUS, AUT, BEL, BGD, BRA, CAN, CHE, COL, CZE, DEU, EGY, ESP, EST, ETH, FIN, FRA, GBR, GRC, HKG, HRV, HUN, IND, IRL, ISR, ITA, JOR, JPN, KOR, LUX, LVA, MAR, MEX, MYS, NLD, NOR, POL, PRI, PRT, ROM, SAU, SGP, SVK, SVN, SWE, TUR, TWN, USA, ZAF"
Idursulfase beta,"EGY, KOR, MYS, RUS"
Iproclozide,
Chromic chloride,"ARG, ARM, AUS, AUT, BEL, BGR, BLR, BRA, BWA, CAN, CHE, CHL, CHN, COD, COL, CZE, DEU, DOM, EGY, ESP, EST, FIN, FRA, GBR, GRC, HKG, IDN, IND, ISR, ITA, JOR, KOR, KWT, LBN, LTU, LVA, MEX, NLD, NOR, NZL, PER, POL, PRI, PRT, RUS, SGP, SVK, SVN, SWE, TUN, TUR, TWN, UKR, URY, USA, ZAF, ZMB"
Viburnum opulus extract,PAK
Vixotrigine mesilate,
Tiropramide,IND
"Dihydroergocryptine, beta-isomer",
Typhus (exanthematicus) vaccine,
Furosemide,"ARE, ARG, AUS, AUT, BEL, BFA, BGD, BGR, BLR, BRA, BWA, CAN, CHE, CHL, CHN, CIV, COD, COL, CZE, DEU, DNK, DOM, DZA, ECU, EGY, ESP, EST, ETH, FIN, FRA, GBR, GEO, GRC, HKG, HRV, HUN, IDN, IND, IRL, ISR, ITA, JOR, JPN, KGZ, KOR, KWT, LBN, LTU, LUX, LVA, MAR, MEX, MYS, NGA, NLD, NOR, NZL, PAK, PER, PHL, POL, PRI, PRT, ROM, RUS, SAU, SGP, SVK, SVN, SWE, THA, TUN, TUR, TWN, UGA, UKR, URY, USA, VEN, VNM, YUG, ZAF, ZMB, ZWE"
Dimecrotic acid,FRA
Fezakinumab,
Rungia pectinata,
Pinus massoniana root bark,
Midecamycin,"BGR, BLR, CHN, CIV, ESP, EST, FRA, GRC, HKG, ITA, JPN, KOR, LTU, LVA, RUS, SAU, SGP, SVN, THA, TWN, UKR, YUG"
Lycopus europaeus,DEU
Pemetrexed disodium heptahydrate,"ARG, ETH, IND, RUS"
Lyme disease vaccine,USA
Probiotics nos,"AUS, BEL, COD, COL, DEU, EGY, EST, HKG, IND, ISR, ITA, LBN, MYS, NZL, PAK, PRI, PRT, SGP, USA, ZMB"
Sobetirome,
Eugenia uniflora,"BRA, LTU"
Bromazine hydrochloride,"CAN, DNK, NZL, USA"
Remogliflozin etabonate,
Tabebuia impetiginosa stem bark,"AUS, MYS, USA"
Oxedrine hydrochloride,"AUT, FRA, HKG, MAR, TUN, USA"
Cypermethrin,"COL, ECU, URY"
Tuaminoheptane,
Polygala senega extract,"AUS, AUT, BEL, CHE, CHL, DEU, DNK, ESP, FIN, GBR, HKG, IDN, JPN, LTU, SWE, THA, TWN, ZAF"
Hamamelis virginiana leaf,"AUS, AUT, CHE, DEU, ESP, FRA, JOR, LTU, RUS, TUN"
Ficus tikoua,
Salvia officinalis subsp. lavandulifolia,AUS
Pentagastrin,"AUS, BEL, CZE, DEU, EST, FIN, FRA, GBR, GDR, HUN, LVA, POL, PRT, SWE"
Viburnum opulus fruit,RUS
TP 1287,
Frentizole,
Bromus ramosus,AUS
Peumus boldus leaf oil,"DEU, FRA, ITA"
Adafosbuvir,
Pimpinella major root,
CDX 014,
Tenofovir disoproxil phosphate,"AUS, AUT, CHE, CZE, DEU, ESP, ETH, FIN, FRA, GBR, HUN, IRL, ITA, KOR, LVA, NLD, POL, PRT, ROM, SVN, SWE"
Phytosterolins,"CAN, USA"
Penicillin g hydrabamine,
Quercus pubescens,
Smilax japicanga,BRA
Rhododendron micranthum,
Silybum marianum extract,"AUS, AUT, CZE, DEU, HKG, IDN, ITA, JPN, KOR, LTU, LUX, LVA, NLD, NOR, NZL, POL, ROM, RUS, SAU, SGP, SVK, TWN, UKR, URY"
Hordenine sulfate,FRA
Premna corymbosa,IND
Medicago sativa grass,USA
Rosa gallica flower,
Zanamivir,"ARG, AUS, AUT, BEL, BFA, BGR, BRA, CAN, CHE, CHL, CIV, CZE, DEU, ECU, EGY, ESP, EST, FIN, FRA, GBR, GRC, HKG, HUN, IDN, IND, IRL, ISR, ITA, JOR, JPN, KGZ, KOR, KWT, LBN, LTU, LUX, LVA, MAR, MEX, NLD, NOR, NZL, PAK, POL, PRI, PRT, ROM, SAU, SGP, SVK, SVN, SWE, THA, TUR, TWN, URY, USA, ZAF, ZWE"
